hor,date,introduce,location,price,review,star
张燕平, /2012-05-01,《机器学习理论与算法》由张燕平、张铃等人编著，主要阐述机器学习方面*主要的一些算法并进行详细的介绍，同时吸纳了国内外许多具有代表性的**研究成果，特别是覆盖算法的理论分析和应用。全书取材新颖、内容丰富，注重理论与实际的结合，主要介绍基于数据的机器学习，即对于一种未知的依赖关系，以观测为基础对其进行估计。,科学出版社,¥47.40,119条评论,width: 100%;

叶檀, /2018-07-31,,东方出版社,¥129.00,0条评论,width: 0%;

罗冬日, /2018-02-01,,人民邮电出版社,¥107.20,0条评论,width: 0%;

邵欣, /2016-09-01,,北京航空航天大学出版社,¥30.60,7条评论,width: 0%;

孙树栋, /2006-12-01,,西北工业大学出版社,¥17.80,8条评论,width: 100%;

高岳, /2009-06-01,,电子工业出版社,¥25.30,60条评论,width: 100%;

戴建生, /2014-07-01,,高等教育出版社,¥66.00,0条评论,width: 0%;

王德进, /2013-10-01,,科学出版社,¥40.00,12条评论,width: 100%;

卡斯蒂, /2006-07-01,,上海科学技术出版社,¥12.60,44条评论,width: 80%;

杨小爱, /2018-01-01,,科学出版社有限责任公司,¥51.30,10条评论,width: 0%;

彭学勤, /2011-09-01,,外语教学与研究出版社,¥22.10,6条评论,width: 0%;

田景文, /2006-07-01,,北京理工大学出版社,¥21.00,44条评论,width: 80%;

刘善增, /2015-12-16,导语_点评_推荐词,科学出版社有限责任公司,¥101.90,32条评论,width: 100%;

陈无畏, /2013-09-01,,机械工业出版社,¥25.40,105条评论,width: 100%;

刘丽梅, /2018-04-01,,科学出版社,¥53.70,5条评论,width: 0%;

段广仁, /2012-06-01,,科学出版社,¥63.20,18条评论,width: 100%;

刘晓玉, /2011-12-01,本书以过程控制习题解答和课程设计为主要内容，单独成册，满足师生教与学的需求；所列习题综合目前主要过程控制相关教材，内容丰富，并在介绍过程控制系统基本原理的基础上，给出习题解答，使读者知其然，也知其所以然；顺应过程控制课程设计的教学需求，本教材给出规范的课程设计任务书，所列课程设计任务源于实际工业过程控制案例，强调理论与实际的结合；本书能适应不同层次、不同类型院校的要求。既适应本科生，也可满足研究生的教学需要。 本书由刘晓玉担任主编，方康玲和王新民担任副主编，负责大纲的制定以及全书的组织和定稿。,武汉理工大学出版社,¥22.10,58条评论,width: 90%;

王先培, /2012-07-01,,武汉大学出版社,¥23.70,20条评论,width: 90%;

Groover, /2009-06-01,本书覆盖了制造系统的几个主要技术和工程环节。 （1）自动化与控制技术：工业计算机控制、控制系统组成、数字控制、工业机器人、可编程逻辑控制器。 （2）物料管理技术：传送带系统、自动引导车系统、自动储存系统、自动识别与数据获得。 （3）制造系统：单机系统、成组技术、柔性制造系统、装配线、传输线。 （4）质量控制系统：统计过程控制、检查原理与技术。 （5）制造支持系统：计算机辅助设计/计算机辅助制造、工艺设计、生产计划、生产计划与控制、精良生产与敏捷制造。 为了使读者更好地理解制造技术的发展，本书也用一定的篇幅介绍了一些技术发展史，同时还介绍了制造系统领域的一些****进展。本书的特点是有较多的定量和工程内容，包括385个例题和案例分析，这些例题和案例本身也相当实用。,清华大学出版社,¥53.80,178条评论,width: 90%;

郭巧, /1999-07-01,,北京理工大学出版社,¥21.30,1条评论,width: 60%;

海涛, /2011-08-01,,重庆大学出版社,¥31.20,22条评论,width: 90%;

王雅芳, /2014-07-01,,机械工业出版社,¥32.70,14条评论,width: 90%;

Goodfellow, /2017-07-01,《机器学习实战（python基础教程指南）》 ????介绍并实现机器学习的主流算法 ????面向日常任务的高效实战内容 ????《机器学习实战》没有从理论角度来揭示机器学习算法背后的数学原理，而是通过“原理简述+问题实例+实际代码+运行效果”来介绍每一个算法。学习计算机的人都知道，计算机是一门实践学科，没有真正实现运行，很难真正理解算法的精髓。这本书的*大好处就是边学边用，**适合于急需迈进机器学习领域的人员学习。实际上，即使对于那些对机器学习有所了解的人来说，通过代码实现也能进一步加深对机器学习算法的理解。 ????《机器学习实战》的代码采用Python语言编写。Python代码简单优雅、易于上手，科学计算软件包众多，已经成为不少大学和研究机构进行计算机教学和科学计算的语言。相信Python编写的机器学习代码也能让读者尽快领略到这门学科,人民邮电出版社,¥184.80,4条评论,width: 0%;

孙忠潇, /2015-10-01,这本书由MATLAB中文论坛的权威版主hyowinner（孙忠潇）写成。与其说这是一本关于Simulink/MATLAB的书，不如说这是一本作者的成长手册 ——从入门，到进阶，先夯实了基础，再来攻克代码生成的难题，作者前进的脚步一直踏踏实实稳稳当当的。作者凭借这些能成功，你学完这些也不会差！ 全书所有知识点的讲解通俗易懂，数以千计的小例子助读者全面学习并应用Simulink/MATLAB知识。作者本人的Simulink功力深厚，跟着本书，相 信读者很快就能感受到Simulink的博大精深和无穷魅力。本书在MATLAB中文论坛有专门的“在线交流”平台 （http://www.ilovematlab.cn/forum-249-1.html），读者在学习过程中遇到问题，不妨过来跟hyowinner交流交流，收获也许会超乎你的想象。,北京航空航天大学出版社,¥41.40,0条评论,width: 0%;

Chiara, /2012-06-01,,科学出版社,¥38.00,20条评论,width: 90%;

王汝传, /2012-11-01,,清华大学出版社,¥21.80,46条评论,width: 90%;

谢剑英, /2006-08-01,,国防工业出版社,¥25.50,99条评论,width: 90%;

罗四维, /2010-07-01,,科学出版社,¥30.80,114条评论,width: 90%;

王万良, /2009-07-01,,科学出版社,¥47.40,30条评论,width: 90%;

Ristic, /2016-06-01,如果你是一个网站开发人员，同时希望创建一个好用的 WebRTC 应用给你的用户，那么这本书非常适合你。即使你已经从事网络开发很多年，本书也可以让你对 WebRTC API 有一个完整的了解。本书假定你之前有使用 HTML5 和 JavaScript 这些技术进行网站开发的经验。 了解创建 WebRTC 的底层平台 利用网络摄像头和麦克风创建应用程序 从零开始创建您的信令服务器 使应用程序可以进行多用户通讯 使用 WebRTC 点对点连接来共享数据和文件 在 WebRTC 应用运行时进行一些*的安全实践 针对多用户场景，进一步了解多点网状网络 在网络，信号，安全以及数据传输的理论基础上，学习WebRTC应用的*实践。 使用全网状网络，局部网状网络，多点控制单元来完成你的应用,电子工业出版社,¥42.30,0条评论,width: 0%;

李忱, /2012-09-01,,国防工业出版社,¥37.90,26条评论,width: 100%;

易继错, /2007-07-01,暂时没有内容,北京工业大学出版社,¥9.80,0条评论,width: 0%;

吴敏, /2008-01-01,,中南大学出版社有限责任公司,¥47.40,131条评论,width: 90%;

张袅娜, /2014-01-01,,机械工业出版社,¥27.70,35条评论,width: 100%;

钟义信, /2006-12-01,,北京邮电大学出版社有限公司,¥22.10,43条评论,width: 100%;

赫德尔斯顿, /2009-06-01,“想快速掌握智能传感器系统设计吗？读这本书吧，你一定不会失望。” ——Electronjc Design 智能传感器是一种新兴的、正在蓬勃发展的电子设备。它可以实现高精度的信息采集，具有一定的编程自动化能力，功能多样并且成本低，已经广泛应用于医疗和工业生产等领域。 本书正是开发智能传感器系统的实战指南，以*流行的芯片dsPIC为示例，但主要内容适合各种开发平台。书中力求通过实践指导，引领读者迅速掌握智能传感器的基础知识和设计方法，轻松开展应用设计。内容紧紧围绕智能传感器系统设计的特点展开，避免讲述深奥的理论，更多从物理意义出发，深入浅出地为读者展示各种概念的直观含义，并用三个完整的设计实例帮助读者解决设计与实现中的诸多实际问题，具有很高的实战参考价值。,人民邮电出版社,¥35.60,27条评论,width: 80%;

梁玮, /2015-05-01,不用任何专业基础就能读懂并制作，即便是中小学生也没问题。 具备知识性、趣味性 实践操作性强：从工具和材料准备、装配方法、设计思路到制作过程都配合图片，进行了详细讲解，可以对照操作，来完成自己的制作。 所选制作实例也有相应的背景知识，读者不光可以制作出有趣的机器人，也可以从中学到相应的知识，比如电子元件常识、机器人的运动方式、仿生学等。 有感于自己学习制作机器人的曲折过程，梁玮萌发了用PVC制作一系列机器人的想法，并且把过程整理成教程分享给大家，并经朋友推荐在《无线电》、《电子制作》、《中学科技》等多个杂志上发表。也就是在这个时期，他又通过互联网结识了很多志同道合的朋友，大家互相学习，一起交流，同时也有新的成员加入一起参与PVCBOT的推广与发展。,人民邮电出版社,¥22.62,5条评论,width: 0%;

陈杰, /2013-06-01,,科学出版社,¥39.50,36条评论,width: 100%;

于彤, /2012-04-01,,机械工业出版社,¥22.10,39条评论,width: 100%;

陈刚, /2011-09-01,《传感器原理与应用》共有12章，包括传感器技术基础、电阻式传感器及其应用、电感式传感器及其应用、电容式传感器及其应用、电动势式传感器及其应用、温度检测传感器及其应用、光电式传感器及其应用、光纤传感器及其应用、物位与流量测量、气体成分检测、传感器新技术和传感器的综合应用。本书在体系架构方面，每章开头均介绍了本章学习要点、技能目标。通过传感器基本理论介绍和传感器应用来融合、贯通和巩固知识。章后设置了思考与练习题，用于加强对所学知识的理解和综合应用。本书*后还安排了测试题，用于检测学生对于知识的应用。本书由株洲职业技术学院陈刚老师统稿编著。,清华大学出版社,¥26.70,18条评论,width: 0%;

尼克, /2017-02-15,,人民邮电出版社,¥945.00,0条评论,width: 0%;

张学良, /2012-09-01,,国防工业出版社,¥46.60,26条评论,width: 100%;

郭宝珠, /2012-01-01,"无限维,线性系统理论：控制系统理论",科学出版社,¥77.40,36条评论,width: 100%;

白井良明, /2001-02-01,,科学出版社,¥15.00,32条评论,width: 90%;

刘伟, /2011-05-01,,北京邮电大学出版社有限公司,¥26.10,32条评论,width: 100%;

刘峡壁, /2008-08-01,,国防工业出版社,¥28.40,21条评论,width: 90%;

李伟, /2018-08-01,,科学出版社,¥74.50,0条评论,width: 0%;

布鲁诺·西西利亚诺, /2015-05-23,,机械工业出版社,¥527.00,2条评论,width: 0%;

陈剑雪, /2014-04-01,,清华大学出版社,¥29.80,48条评论,width: 100%;

刘光远, /2014-10-01,,科学出版社,¥71.10,17条评论,width: 0%;

李琦, /2012-10-01,,中国农业大学出版社,¥20.50,8条评论,width: 100%;
